ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,D24AWN-ND11/R24AWN-UD11,,,LG,0.9,Non Ducted,Single Split System,Wall Hung,Air,Air,South Korea,1.96,6.2,7.1,205.0,,,,346.0,2.1,8.0,Calorimeter Room,3.637,3.987,True,100.0,,1.443,1.443,0.0,0.0,,,,3.62760529692363,3.97769014876159,,,2.75521059384726,3.45538029752318,2.5,3.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",66465,2017-07-01,,Approved,Reverse Cycle,1209.0,Class 4,False,,False,False,False,False,,3.637,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,TACI-24V,,,Elfa,1.35,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.1,5.65,7.0,250.0,,,,325.0,2.2,7.5,Calorimeter Room,3.431,3.324,True,,,9.0,9.0,0.0,0.0,,,,3.38011764590735,3.27820862719666,,,2.2602352918147,2.05641725439331,2.0,2.0,Calorimeter Room,Single,R410A,Australia,66467,2017-09-10,,Approved,Reverse Cycle,1240.0,Class 4,False,,False,False,False,False,,3.431,Unavailable,,,,http://www.bestlink.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,DEINVRC2AUP,,,DELONGHI,0.532,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.73,2.146,2.678,170.0,,,,265.0,0.78,2.8,Calorimeter Room,3.612,3.641,True,84.7,,1.0,1.0,3.71468144044321,3.72979797979798,,,,3.48815369341812,3.62276289923154,,,2.47630738683624,2.74552579846307,2.0,2.5,Calorimeter Room,Single,R410A,Australia,66513,2017-08-09,,Approved,Reverse Cycle,790.0,Class 3,False,,False,False,False,False,,3.612,Unavailable,,,,http://http:www.delonghi.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,DEINVRC3AUP,,,DELONGHI,0.661,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.98,2.878,3.539,180.0,,,,275.0,1.07,3.85,Calorimeter Room,3.538,3.552,True,83.8,,1.0,1.0,3.6905737704918,3.72022684310019,,,,3.48820985070462,3.53973129322203,,,2.47641970140924,2.57946258644406,2.0,2.5,Calorimeter Room,Single,R410A,Australia,66546,2017-08-09,,Approved,Reverse Cycle,845.0,Class 3,False,,False,False,False,False,,3.538,Unavailable,,,,http://http:www.delonghi.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,DEINVRC5AUP,,,DELONGHI,1.239,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.59,3.981,5.22,200.0,,,,298.0,1.79,5.85,Calorimeter Room,3.162,3.187,True,85.5,,5.0,5.0,3.33249686323714,3.35267857142857,,,,3.11769290724864,3.1571121757806,,,1.73538581449727,1.81422435156121,1.5,1.5,Calorimeter Room,Single,R410A,Australia,66556,2017-08-09,,Approved,Reverse Cycle,940.0,Class 4,False,,False,False,False,False,,3.162,Unavailable,,,,http://http:www.delonghi.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,DEINVRC7AUP,,,DELONGHI,1.843,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.14,5.015,6.858,219.0,,,,315.0,2.3,7.5,Calorimeter Room,3.125,3.141,True,85.2,,5.0,5.0,3.31748878923767,3.32377740303541,,,,3.164700031647,3.11873373437433,,,1.829400063294,1.73746746874867,1.5,1.5,Calorimeter Room,Single,R410A,Australia,66558,2017-08-09,,Approved,Reverse Cycle,1008.0,Class 4,False,,False,False,False,False,,3.125,Unavailable,,,,http://http:www.delonghi.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,DEINVRC8AUP ,,,DELONGHI,2.098,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.46,5.812,7.91,253.0,,,,326.0,2.55,8.4,Calorimeter Room,3.121,3.153,True,84.3,,5.0,5.0,3.28310502283105,3.29828326180258,,,,3.13491907990125,3.13292678364323,,,1.7698381598025,1.76585356728647,1.5,1.5,Calorimeter Room,Single,R410A,Australia,66560,2017-08-09,,Approved,Reverse Cycle,1178.0,Class 4,False,,False,False,False,False,,3.121,Unavailable,,,,http://http:www.delonghi.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160H,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HRA,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HRB,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HRC,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HRD,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HRE,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HRF,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HXA,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HXB,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HXC,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HXD,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HXE,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,PMD160HXF,PMD160H,,ACTRON AIR,3.55,Ducted,Packaged,,Air,Air,Australia,4.77,11.95,15.5,,,,,,4.73,16.5,Enthalpy Test Room,3.191,3.578,True,,,7.2,7.2,0.0,0.0,,,,3.17447016427451,3.55993382085748,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66573,2017-07-05,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.19,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,CISD116/OSA114T,,,TEMPERZONE,2.14,Ducted,Single Split System,,Air,Air,"New Zealand,Australia",3.6,9.12,11.26,,,,,,3.29,10.79,Enthalpy Test Room,3.127,3.28,True,,,6.344,5.997,0.0,0.0,,,,3.10925806939175,3.2595529839975,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand,Other",66693,2017-07-11,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,201000331,3.127,Unavailable,,,,http://temperzone.biz,False,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,CISD65/OSA65,,,TEMPERZONE,0.97,Ducted,Single Split System,,Air,Air,"New Zealand,Australia",1.97,5.22,6.19,,,,,,1.74,6.02,Enthalpy Test Room,3.142,3.459,True,,,6.344,5.997,0.0,0.0,,,,3.10829929368995,3.41993016911623,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand,Other",66696,2017-07-11,,Approved,Reverse Cycle,,Class 6,False,,True,True,True,True,201000331,3.142,Unavailable,,,,http://temperzone.biz,False,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,CISD0109/OSA114RKTH,,,TEMPERZONE,1.69,Ducted,Single Split System,,Air,Air,"Australia,New Zealand",3.33,9.07,10.76,,0.0,,,,2.98,10.02,Enthalpy Test Room,3.2312,3.3624,False,,,6.545,6.198,0.0,0.0,,,,3.20990694223221,3.338943513753,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",66701,2018-12-18,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,201000331,3.2312,Unavailable,,,,http://temperzone.biz,False,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,CISD385/OSA380,,,TEMPERZONE,5.23,Ducted,Single Split System,,Air,Air,"Australia,New Zealand",11.25,31.63,36.86,,,,,,9.9,37.16,Enthalpy Test Room,3.277,3.753,True,,,16.512,15.421,0.0,0.0,,,,3.26027044274126,3.73387668889116,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand,Other",66702,2017-07-11,,Approved,Reverse Cycle,,Class 11,False,,True,True,True,True,201000331,3.261,Unavailable,,,,http://temperzone.biz,False,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.3:2005,CWP0109S,,,TEMPERZONE,1.82,Ducted,Packaged,,Cooling Tower,Cooling Tower,"New Zealand,Australia",3.0,8.76,10.58,,,,,,2.51,9.98,Enthalpy Test Room,3.526,3.976,True,,,3.0,3.0,0.0,0.0,,,,3.51478668766237,3.9600974549033,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand,Other",66714,2017-07-11,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,201000331,3.526,Unavailable,,,,http://temperzone.biz,False,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2012,PMD120H,PMD120H,,ACTRON AIR,1.51,Ducted,Packaged,,Air,Air,Australia,3.4,10.49,12.0,,,,,,3.19,12.5,Enthalpy Test Room,3.485,3.875,True,,,7.2,7.2,0.0,0.0,,,,3.45938051609649,3.84486554333046,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66722,2017-07-17,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.485,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2012,PMD120HRA,PMD120H,,ACTRON AIR,1.51,Ducted,Packaged,,Air,Air,Australia,3.4,10.49,12.0,,,,,,3.19,12.5,Enthalpy Test Room,3.485,3.875,True,,,7.2,7.2,0.0,0.0,,,,3.45938051609649,3.84486554333046,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66722,2017-07-17,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.485,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2012,PMD120HRB,PMD120H,,ACTRON AIR,1.51,Ducted,Packaged,,Air,Air,Australia,3.4,10.49,12.0,,,,,,3.19,12.5,Enthalpy Test Room,3.485,3.875,True,,,7.2,7.2,0.0,0.0,,,,3.45938051609649,3.84486554333046,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66722,2017-07-17,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.485,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2012,PMD120HRC,PMD120H,,ACTRON AIR,1.51,Ducted,Packaged,,Air,Air,Australia,3.4,10.49,12.0,,,,,,3.19,12.5,Enthalpy Test Room,3.485,3.875,True,,,7.2,7.2,0.0,0.0,,,,3.45938051609649,3.84486554333046,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66722,2017-07-17,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.485,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2012,PMD120HRD,PMD120H,,ACTRON AIR,1.51,Ducted,Packaged,,Air,Air,Australia,3.4,10.49,12.0,,,,,,3.19,12.5,Enthalpy Test Room,3.485,3.875,True,,,7.2,7.2,0.0,0.0,,,,3.45938051609649,3.84486554333046,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66722,2017-07-17,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.485,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2012,PMD120HRE,PMD120H,,ACTRON AIR,1.51,Ducted,Packaged,,Air,Air,Australia,3.4,10.49,12.0,,,,,,3.19,12.5,Enthalpy Test Room,3.485,3.875,True,,,7.2,7.2,0.0,0.0,,,,3.45938051609649,3.84486554333046,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66722,2017-07-17,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.485,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2012,PMD120HRF,PMD120H,,ACTRON AIR,1.51,Ducted,Packaged,,Air,Air,Australia,3.4,10.49,12.0,,,,,,3.19,12.5,Enthalpy Test Room,3.485,3.875,True,,,7.2,7.2,0.0,0.0,,,,3.45938051609649,3.84486554333046,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66722,2017-07-17,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.485,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2012,PMD120HXA,PMD120H,,ACTRON AIR,1.51,Ducted,Packaged,,Air,Air,Australia,3.4,10.49,12.0,,,,,,3.19,12.5,Enthalpy Test Room,3.485,3.875,True,,,7.2,7.2,0.0,0.0,,,,3.45938051609649,3.84486554333046,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",66722,2017-07-17,,Approved,Reverse Cycle,,Class 7,False,,True,True,True,True,2020-070,3.485,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,True,,
